6.287979418104820972e-01,7.570207570207569958e-01,6.720630460977554677e-01,5.999999999999999778e-01
5.935019365578926287e-01,7.857142857142856984e-01,6.470215505361557318e-01,6.700000000000000400e-01
5.759031513617152154e-01,7.619047619047618625e-01,5.676659184694290428e-01,8.100000000000000533e-01
5.355072832451417408e-01,8.070818070818071011e-01,5.867124253138900070e-01,7.500000000000000000e-01
4.790028066480115920e-01,8.284493284493285037e-01,5.014469613879919407e-01,8.399999999999999689e-01
4.874987976900750919e-01,8.284493284493285037e-01,5.487306000292301311e-01,7.800000000000000266e-01
4.807803795715027695e-01,8.266178266178265677e-01,4.734915397316217245e-01,8.100000000000000533e-01
4.977231531725770930e-01,8.101343101343101427e-01,5.859021990001201941e-01,7.299999999999999822e-01
4.798961694878827178e-01,8.217338217338217010e-01,5.214598780870437489e-01,7.800000000000000266e-01
4.846756904271132260e-01,8.156288156288156177e-01,5.381815452501177433e-01,7.700000000000000178e-01
6.626984978797453296e-01,7.167277167277167349e-01,4.763953181356191391e-01,8.699999999999999956e-01
8.696668847249104939e-01,5.958485958485958411e-01,6.087465458363294779e-01,7.500000000000000000e-01
6.022543157467912245e-01,6.593406593406593297e-01,7.117986112087965056e-01,5.899999999999999689e-01
5.784152047720002576e-01,7.368742368742369209e-01,5.589719470590353012e-01,6.899999999999999467e-01
4.926113232115104101e-01,7.826617826617826568e-01,5.150401206687093003e-01,7.900000000000000355e-01
4.420840725739360044e-01,8.296703296703297204e-01,5.220598066598176601e-01,7.399999999999999911e-01
5.336575013140764101e-01,6.800976800976801240e-01,5.721015215665101739e-01,7.099999999999999645e-01
5.054698468564631231e-01,8.009768009768010177e-01,4.969472367316484229e-01,8.100000000000000533e-01
5.591846333227605825e-01,7.747252747252747485e-01,6.506980565190315646e-01,7.299999999999999822e-01
5.000806124664851637e-01,8.162393162393162260e-01,5.349454142898321107e-01,7.399999999999999911e-01
4.845645313807314114e-01,8.223443223443223093e-01,5.118584920465946153e-01,7.900000000000000355e-01
4.905976057280041491e-01,7.960927960927960401e-01,5.281476771086454081e-01,7.700000000000000178e-01
4.795692405039137518e-01,7.967032967032966484e-01,4.628744646534323492e-01,8.100000000000000533e-01
6.013009815371079814e-01,5.958485958485958411e-01,6.025207228213548261e-01,6.899999999999999467e-01
5.029735998210743686e-01,8.547008547008546619e-01,6.103836091607809378e-01,6.600000000000000311e-01
6.554781896572773325e-01,6.013431013431013161e-01,6.371755368262529418e-01,6.700000000000000400e-01
5.420078003508412845e-01,7.258852258852258599e-01,5.993925938010216115e-01,6.600000000000000311e-01
4.951034634850546290e-01,7.899877899877899567e-01,5.153051087632775085e-01,7.600000000000000089e-01
4.918331722200134926e-01,7.960927960927960401e-01,6.224501339346170115e-01,6.899999999999999467e-01
4.843900803890492934e-01,8.113553113553113594e-01,5.903826261311769796e-01,7.199999999999999734e-01
4.828657665186458225e-01,8.394383394383394537e-01,4.933018698543309988e-01,7.800000000000000266e-01
5.092996596603203141e-01,6.746031746031746490e-01,4.856842284277081423e-01,8.000000000000000444e-01
3.700121913573753418e-01,8.717948717948718063e-01,4.544635158963501453e-01,8.000000000000000444e-01
1.027111929182932037e+00,7.075702075702076099e-01,3.827241352200508318e-01,8.800000000000000044e-01
4.973165297537350815e-01,7.930402930402929984e-01,7.553015081770717565e-01,7.199999999999999734e-01
4.931919539053907231e-01,8.125763125763125760e-01,4.632178991660475531e-01,8.100000000000000533e-01
6.098050333113751442e-01,7.002442002442001989e-01,5.648338516987859714e-01,8.000000000000000444e-01
5.720370104661500754e-01,7.161172161172161266e-01,6.521430338919163017e-01,5.999999999999999778e-01
5.379817827589927770e-01,7.930402930402929984e-01,5.603299660980701757e-01,6.999999999999999556e-01
5.317702836405954203e-01,7.417582417582417875e-01,5.303142184019088434e-01,7.399999999999999911e-01
5.211932064194382264e-01,7.240537240537240349e-01,6.416835486143827039e-01,6.400000000000000133e-01
6.017696272777405264e-01,5.958485958485958411e-01,6.304125572741031691e-01,6.899999999999999467e-01
5.161161897874577686e-01,8.235653235653235260e-01,6.189503538608550626e-01,5.899999999999999689e-01
5.106117262963264514e-01,7.973137973137973677e-01,5.821269872784614607e-01,7.199999999999999734e-01
5.175349778599209749e-01,7.741147741147741401e-01,5.220054200291633917e-01,7.500000000000000000e-01
7.174316518945716981e-01,6.703296703296702796e-01,4.262366262078285395e-01,8.599999999999999867e-01
5.908237281408939001e-01,7.039072039072039599e-01,7.027408658713102385e-01,5.899999999999999689e-01
5.631320278668577872e-01,7.802197802197802234e-01,6.418744657933711517e-01,5.600000000000000533e-01
4.678948078718450088e-01,7.777777777777777901e-01,5.069812180846929861e-01,7.900000000000000355e-01
7.489267258321518073e-01,6.294261294261294104e-01,6.484255746006966081e-01,7.199999999999999734e-01
6.180991625620259056e-01,6.514041514041514214e-01,5.874561816453933716e-01,7.199999999999999734e-01
6.516324858680385690e-01,6.312576312576312354e-01,5.603755421191454200e-01,6.999999999999999556e-01
5.601523251446721696e-01,6.587301587301587213e-01,6.648439024388790308e-01,6.199999999999999956e-01
5.336121703874461275e-01,7.826617826617826568e-01,5.603354807198047682e-01,7.099999999999999645e-01
5.246527663117072082e-01,7.655677655677655125e-01,4.886443379521370201e-01,7.900000000000000355e-01
4.974042469651525633e-01,8.113553113553113594e-01,6.079013216495513516e-01,6.999999999999999556e-01
4.629847875026410486e-01,8.467643467643467536e-01,5.605750459432602417e-01,6.999999999999999556e-01
5.376351410761858185e-01,7.814407814407814401e-01,5.994738420471549256e-01,7.199999999999999734e-01
4.165650197647066122e-01,8.620268620268620730e-01,4.911965833604335918e-01,8.399999999999999689e-01
5.264995242122183505e-01,7.582417582417582125e-01,6.683660971745848389e-01,7.199999999999999734e-01
4.575301023912007881e-01,7.783882783882783984e-01,4.574955203384161173e-01,8.199999999999999512e-01
4.676323996149504003e-01,8.113553113553113594e-01,5.300100806355476646e-01,7.500000000000000000e-01
4.279286716183390293e-01,8.467643467643467536e-01,4.806249443441629188e-01,7.600000000000000089e-01
4.201873321409117512e-01,8.394383394383394537e-01,3.846271743625402362e-01,8.399999999999999689e-01
3.899965683960325280e-01,8.547008547008546619e-01,4.746644468232989467e-01,8.000000000000000444e-01
4.009527794593747418e-01,8.522588522588522286e-01,3.942364385724067555e-01,8.599999999999999867e-01
