2.106105387210845947e-01,5.966936945915222168e-01,6.516555878520011724e-01,6.600000262260437012e-01
7.620127499103546143e-02,7.118422389030456543e-01,6.287505053356290396e-01,6.800000071525573730e-01
1.701709777116775513e-01,6.277109384536743164e-01,6.306687517277896893e-01,6.999999880790710449e-01
1.006406620144844055e-01,7.354120612144470215e-01,6.180340967327356827e-01,6.499999761581420898e-01
8.140948414802551270e-02,7.417955398559570312e-01,5.765614799410104796e-01,6.899999976158142090e-01
3.286050632596015930e-02,7.701939344406127930e-01,4.410400700941681795e-01,7.400000095367431641e-01
1.978087052702903748e-02,7.827972769737243652e-01,4.491182485129684432e-01,8.299999833106994629e-01
1.471170689910650253e-02,7.594729661941528320e-01,4.682993894862010897e-01,7.500000000000000000e-01
2.249579690396785736e-02,7.770684957504272461e-01,5.030406234599650306e-01,8.100000023841857910e-01
1.863812096416950226e-02,7.125787734985351562e-01,5.128754789568483741e-01,7.400000095367431641e-01
5.208643525838851929e-02,7.505524158477783203e-01,4.820979716302826734e-01,8.100000023841857910e-01
4.205189645290374756e-02,7.643014788627624512e-01,4.623455319926142448e-01,8.000000119209289551e-01
6.213286891579627991e-02,7.516981959342956543e-01,5.732744478061795323e-01,7.599999904632568359e-01
3.837072104215621948e-02,7.639741301536560059e-01,4.136729564145207316e-01,8.199999928474426270e-01
4.471907764673233032e-02,7.768229842185974121e-01,5.174443475436418804e-01,7.799999713897705078e-01
3.093163110315799713e-02,7.782961130142211914e-01,4.614268678799271495e-01,7.599999904632568359e-01
3.710890188813209534e-02,7.766593098640441895e-01,5.769689266569912878e-01,6.999999880790710449e-01
3.818072378635406494e-02,7.672477364540100098e-01,4.790898605622351258e-01,7.699999809265136719e-01
5.299107357859611511e-02,7.705213427543640137e-01,5.937830621376634088e-01,7.099999785423278809e-01
6.602185219526290894e-02,7.125787734985351562e-01,4.941418128646909991e-01,8.000000119209289551e-01
4.396573603153228760e-01,6.500532031059265137e-01,7.212305802106857566e-01,5.699999928474426270e-01
4.422258138656616211e-01,6.482527256011962891e-01,6.763665939867496979e-01,6.200000047683715820e-01
3.062209188938140869e-01,6.790244579315185547e-01,7.106911194324493364e-01,5.500000119209289551e-01
3.438367843627929688e-01,7.015303969383239746e-01,6.131560853123665389e-01,6.999999880790710449e-01
4.028608798980712891e-01,7.088959813117980957e-01,5.936034804582596136e-01,7.300000190734863281e-01
3.997924029827117920e-01,7.118422389030456543e-01,6.090524958074092776e-01,7.099999785423278809e-01
3.331760168075561523e-01,7.162615656852722168e-01,5.951481935381889299e-01,7.300000190734863281e-01
3.439336419105529785e-01,7.161797285079956055e-01,6.570101656019687875e-01,6.800000071525573730e-01
3.579612970352172852e-01,7.166707515716552734e-01,6.366816748678684190e-01,6.700000166893005371e-01
4.137524366378784180e-01,7.169981002807617188e-01,6.976755693554878013e-01,6.100000143051147461e-01
3.315765857696533203e-01,7.162615656852722168e-01,6.285228806734085572e-01,7.099999785423278809e-01
3.580280542373657227e-01,7.176528573036193848e-01,6.605563130974769770e-01,6.700000166893005371e-01
2.884715199470520020e-01,7.174891829490661621e-01,5.522220493853091661e-01,7.699999809265136719e-01
2.746771574020385742e-01,7.192077636718750000e-01,5.802374398708343151e-01,7.500000000000000000e-01
3.254748582839965820e-01,7.232179641723632812e-01,6.108629402518271911e-01,6.899999976158142090e-01
2.684034407138824463e-01,7.301743030548095703e-01,5.750038780272006544e-01,7.500000000000000000e-01
2.629199624061584473e-01,7.342662811279296875e-01,5.742062458395957858e-01,7.500000000000000000e-01
4.347367286682128906e-01,7.380309104919433594e-01,6.166447550058364868e-01,6.800000071525573730e-01
2.202062159776687622e-01,7.368851900100708008e-01,5.708912754058838024e-01,7.599999904632568359e-01
2.954761981964111328e-01,7.371307015419006348e-01,6.192975769937038022e-01,7.099999785423278809e-01
2.824174761772155762e-01,7.428594827651977539e-01,5.320572999119758117e-01,7.900000214576721191e-01
2.725205421447753906e-01,7.394222021102905273e-01,5.390311764180659715e-01,7.699999809265136719e-01
2.400511205196380615e-01,7.507979273796081543e-01,5.693596978485584437e-01,7.500000000000000000e-01
2.048344463109970093e-01,6.322121024131774902e-01,5.705081973969936548e-01,6.899999976158142090e-01
1.488762646913528442e-01,6.287748813629150391e-01,5.064434602111578254e-01,7.799999713897705078e-01
1.556827723979949951e-01,7.251002788543701172e-01,6.107388094067573991e-01,6.999999880790710449e-01
1.500300616025924683e-01,7.797691822052001953e-01,5.160972908139228599e-01,7.500000000000000000e-01
1.104367017745971680e+00,6.790244579315185547e-01,5.910272576659917343e-01,7.099999785423278809e-01
2.472851127386093140e-01,7.479335665702819824e-01,5.275312176346779180e-01,8.100000023841857910e-01
1.699668318033218384e-01,7.679024338722229004e-01,5.320801044255495382e-01,7.900000214576721191e-01
1.044171601533889771e-01,7.749406695365905762e-01,5.169669403135777053e-01,8.000000119209289551e-01
6.611859798431396484e-02,7.630739212036132812e-01,4.340279521048068800e-01,8.299999833106994629e-01
1.261700838804244995e-01,7.827154397964477539e-01,5.728649322316050618e-01,7.099999785423278809e-01
7.304412871599197388e-02,7.872166037559509277e-01,5.073237628117204245e-01,7.699999809265136719e-01
3.270868584513664246e-02,7.935183048248291016e-01,4.354405460692942209e-01,8.500000238418579102e-01
6.408327817916870117e-02,7.428594827651977539e-01,4.968162686377763926e-01,8.000000119209289551e-01
9.804037213325500488e-02,7.454783320426940918e-01,5.541556395590305772e-01,7.400000095367431641e-01
7.374410331249237061e-02,7.494884729385375977e-01,4.638484117016196118e-01,8.100000023841857910e-01
8.463075011968612671e-02,7.476061582565307617e-01,6.522564438730478198e-01,6.800000071525573730e-01
5.809497460722923279e-02,7.330387234687805176e-01,4.938484124839305767e-01,7.500000000000000000e-01
3.757664561271667480e-02,7.718307375907897949e-01,4.149640440568327926e-01,8.000000119209289551e-01
3.679974749684333801e-02,7.921270132064819336e-01,4.800922833383083344e-01,7.699999809265136719e-01
2.959187515079975128e-02,7.949914336204528809e-01,4.805527442693710571e-01,8.100000023841857910e-01
2.687551453709602356e-02,7.939274907112121582e-01,4.336548859067261286e-01,8.100000023841857910e-01
2.832645550370216370e-02,8.025206923484802246e-01,5.563426549918949471e-01,7.300000190734863281e-01
3.107320517301559448e-02,7.967100143432617188e-01,4.733395471982657643e-01,7.799999713897705078e-01
3.196344524621963501e-02,8.052213788032531738e-01,4.473207844048738280e-01,8.199999928474426270e-01
3.394230455160140991e-02,7.969555854797363281e-01,5.094999334681779013e-01,7.699999809265136719e-01
3.505988046526908875e-02,8.028480410575866699e-01,4.991408311389386454e-01,7.799999713897705078e-01
2.590976096689701080e-02,8.066945075988769531e-01,3.755721192713826762e-01,8.500000238418579102e-01
2.686145901679992676e-01,6.614289283752441406e-01,7.106801793910563214e-01,6.899999976158142090e-01
1.221956834197044373e-01,8.002291321754455566e-01,5.207181103527546151e-01,7.599999904632568359e-01
